sub_id, sub_sex, sub_age, gain_color, block_id, trial_id, gain_on_left, gamble_duration, gambles, sure_reward, choose_sure, reaction_time
18122301,1,21,b,2,164,0,1.3,[70 -30;80 -60;50 -40;10 -70;20 -50;60 -60;80 -40;],[10;6;7;10;3;1;0;],0,0.777
18122301,1,21,b,2,165,1,1.3,[50 -10;50 -80;60 -50;60 -30;40 -70;80 -30;20 -50;],[2;-3;-8;3;-3;-2;0;],1,0.959
18122301,1,21,b,2,166,0,1.3,[40 -50;20 -40;80 -30;60 -10;30 -40;20 -10;60 -40;],[2;5;-2;7;-1;-12;10;],1,0.486
18122301,1,21,b,2,167,0,1.3,[10 -50;10 -10;30 -30;30 -70;70 -50;80 -70;],[7;-5;0;-5;7;-10;],1,0.695
18122301,1,21,b,2,168,0,1.3,[70 -20;80 -70;50 -70;40 -70;],[-10;10;5;20;],1,0.601
18122301,1,21,b,2,169,1,1.3,[70 -40;10 -80;30 -10;50 -10;70 -60;30 -40;80 -40;],[-1;3;-3;2;0;-2;0;],0,0.419
18122301,1,21,b,2,170,1,1.3,[30 -30;10 -70;20 -60;40 -70;30 -70;30 -20;80 -60;],[1;2;0;4;0;1;0;],1,1.273
18122301,1,21,b,2,171,1,1.3,[10 -20;50 -30;10 -10;20 -40;40 -10;20 -10;60 -70;],[-2;0;6;-2;5;-2;-20;],1,0.417
18122301,1,21,b,2,172,1,1.3,[20 -50;50 -10;20 -40;50 -20;80 -50;20 -80;60 -50;],[-1;8;10;-2;-5;-5;10;],1,0.612
18122301,1,21,b,2,173,0,1.3,[80 -20;80 -40;20 -60;50 -20;70 -20;40 -50;70 -50;],[-7;3;1;-4;6;2;0;],1,1.221
18122301,1,21,b,2,174,1,1.3,[10 -20;],[0;],1,1.231
18122301,1,21,b,2,175,0,1.3,[70 -20;],[0;],0,0.886
18122301,1,21,b,2,176,1,1.3,[10 -30;80 -10;20 -80;70 -80;],[6;5;2;-10;],1,1.231
18122301,1,21,b,2,177,1,1.3,[60 -10;],[10;],0,0.877
18122301,1,21,b,2,178,1,1.3,[10 -50;60 -60;60 -80;50 -20;30 -10;20 -70;80 -50;],[-12;2;9;7;-3;1;0;],1,0.573
18122301,1,21,b,2,179,0,1.3,[30 -70;70 -50;80 -10;20 -60;10 -60;70 -80;80 -50;30 -10;50 -50;],[8;-3;-2;0;2;-3;4;-11;-10;],1,0.940
18122301,1,21,b,2,180,0,1.3,[30 -50;10 -20;80 -20;60 -30;40 -40;50 -80;70 -70;],[-2;-3;-12;0;-4;-9;10;],1,0.615
18122301,1,21,b,2,181,0,1.3,[70 -70;40 -70;50 -70;20 -30;70 -10;50 -50;10 -70;],[0;-11;-1;-10;0;-5;20;],1,0.514
18122301,1,21,b,2,182,0,1.3,[60 -80;40 -30;40 -40;70 -40;20 -80;40 -50;80 -80;],[7;-2;6;0;-2;-14;10;],1,0.491
18122301,1,21,b,2,183,1,1.3,[80 -50;40 -10;10 -70;80 -60;50 -10;50 -40;30 -60;],[-13;5;1;-5;1;-5;-10;],1,1.372
18122301,1,21,b,2,184,0,1.3,[60 -50;80 -40;20 -50;40 -10;40 -50;50 -50;40 -40;],[-6;10;-7;-9;7;-4;-10;],0,1.428
18122301,1,21,b,2,185,1,1.3,[40 -50;50 -40;],[5;-20;],0,1.026
18122301,1,21,b,2,186,1,1.3,[50 -60;70 -70;60 -30;80 -10;50 -80;30 -60;20 -80;],[1;-1;-4;3;-5;-5;10;],1,0.561
18122301,1,21,b,2,187,0,1.3,[40 -50;80 -40;40 -30;60 -60;50 -20;10 -20;80 -60;],[5;7;-5;-7;-3;-12;-10;],0,0.625
18122301,1,21,b,2,188,0,1.3,[20 -20;20 -70;70 -80;60 -20;80 -40;50 -10;10 -10;],[-7;-2;-4;-1;12;6;10;],1,0.421
18122301,1,21,b,2,189,0,1.3,[70 -40;30 -50;60 -10;30 -20;],[8;-2;-1;10;],1,0.837
18122301,1,21,b,2,190,0,1.3,[80 -60;10 -10;80 -50;60 -30;50 -20;80 -80;50 -50;],[2;1;-3;0;4;0;0;],1,0.848
18122301,1,21,b,2,191,0,1.3,[70 -20;30 -40;80 -50;70 -80;80 -80;60 -70;50 -10;],[-3;1;-6;5;2;-3;10;],0,0.478
18122301,1,21,b,2,192,0,1.3,[10 -30;30 -10;10 -20;40 -10;80 -60;40 -20;30 -40;],[-1;1;4;3;-5;7;10;],1,0.686
